Site,Precip_Condition,WaterYear
901SJSJC9,Dry,2007
901SJSJC9,Average,2006
901SJSJC9,Average,1999
907SDFRC2,Wet,2005
907SDFRC2,Wet,2003
907SDFRC2,Dry,2007
907SDFRC2,Dry,2013
LALT500,Wet,1995
LALT500,Wet,2011
LALT500,Average,1997
LALT500,Average,2006
LALT500,Dry,1999
LALT500,Dry,2000
SMC00446,Average,2001
SMC00446,Average,2003
SMC00446,Wet,2008
SMC00446,Wet,2005
SMC00446,Dry,2004
SMC00446,Dry,2009
SMC00670,Average,2009
SMC00670,Average,1996
SMC00670,Wet,2011
SMC00670,Wet,2005
SMC00670,Dry,2008
SMC00670,Dry,2004
SMC00686,Dry,2004
SMC00686,Dry,2009
SMC00686,Average,2003
SMC00686,Average,2006
SMC00702,Wet,2001
SMC00702,Wet,2011
SMC00702,Average,2009
SMC00702,Average,1997
SMC00702,Dry,2000
SMC00702,Dry,2008
SMC00756,Wet,1992
SMC00756,Wet,1998
SMC00756,Dry,2007
SMC00756,Dry,1999
SMC00756,Average,2003
SMC00756,Average,2006
SMC00830,Wet,2010
SMC00830,Wet,1995
SMC00830,Average,2006
SMC00830,Average,2008
SMC00830,Dry,1999
SMC00830,Dry,2002
SMC00910,Wet,1995
SMC00910,Wet,1999
SMC00910,Dry,2002
SMC00910,Dry,2007
SMC00926,Average,2010
SMC00926,Average,2006
SMC00926,Wet,1993
SMC00926,Wet,2001
SMC00926,Dry,2007
SMC00926,Dry,2008
SMC01004,Average,2004
SMC01004,Average,2012
SMC01004,Wet,2011
SMC01004,Wet,2003
SMC01004,Dry,1999
SMC01004,Dry,2002
SMC01013,Wet,1992
SMC01013,Wet,1993
SMC01013,Dry,2004
SMC01013,Dry,2002
SMC01013,Average,2003
SMC01013,Average,1997
SMC01278,Wet,2003
SMC01278,Wet,2009
SMC01278,Dry,2013
SMC01278,Dry,2002
SMC01278,Average,2006
SMC01278,Average,2004
SMC01716,Average,2006
SMC01716,Average,2009
SMC01716,Wet,2010
SMC01716,Wet,1993
SMC01716,Dry,1999
SMC01716,Dry,1997
SMC01902,Dry,2009
SMC01902,Dry,2003
SMC01902,Wet,2010
SMC01902,Wet,2005
SMC01902,Average,2006
SMC01902,Average,2008
SMC01923,Average,2006
SMC01923,Average,1996
SMC01923,Wet,2003
SMC01923,Wet,2005
SMC01923,Dry,2008
SMC01923,Dry,1999
SMC01972,Average,1997
SMC01972,Average,2001
SMC01972,Wet,2006
SMC01972,Wet,2011
SMC01972,Dry,1999
SMC01972,Dry,2004
SMC02644,Dry,2000
SMC02644,Dry,2007
SMC02644,Wet,2011
SMC02644,Wet,2001
SMC02656,Dry,2004
SMC02656,Dry,2012
SMC02656,Average,2003
SMC02656,Average,2006
SMC02656,Wet,2011
SMC02656,Wet,2005
SMC02804,Average,2000
SMC02804,Average,2006
SMC02804,Wet,1993
SMC02804,Wet,1995
SMC02804,Dry,1996
SMC02804,Dry,2004
SMC02947,Wet,1998
SMC02947,Wet,1995
SMC02947,Average,2006
SMC02947,Average,2003
SMC02947,Dry,2002
SMC02947,Dry,1999
SMC03133,Average,1996
SMC03133,Average,1997
SMC03133,Wet,2005
SMC03133,Wet,2010
SMC03133,Dry,1999
SMC03133,Dry,2007
SMC03971,Wet,2005
SMC03971,Wet,1998
SMC03971,Average,1996
SMC03971,Average,2003
SMC03971,Dry,2004
SMC03971,Dry,2002
SMC04532,Wet,2010
SMC04532,Wet,2003
SMC04532,Dry,2004
SMC04532,Dry,2007
SMC04532,Average,2006
SMC04532,Average,1999
SMC04932,Dry,2004
SMC04932,Dry,2002
SMC04932,Average,2008
SMC04932,Average,2012
SMC04932,Wet,2010
SMC04932,Wet,2011
SMC05332,Average,2000
SMC05332,Average,2012
SMC05332,Wet,2010
SMC05332,Wet,2001
SMC05332,Dry,2004
SMC05332,Dry,2009
SMC05379,Wet,1995
SMC05379,Wet,2011
SMC05379,Average,2001
SMC05379,Average,2000
SMC05379,Dry,2007
SMC05379,Dry,1999
SMC06019,Wet,2005
SMC06019,Wet,2011
SMC06019,Average,1996
SMC06019,Average,2006
SMC06019,Dry,2004
SMC06019,Dry,2000
SMC06036,Average,2012
SMC06036,Average,2000
SMC06036,Wet,2003
SMC06036,Wet,2006
SMC06036,Dry,2007
SMC06036,Dry,2004
SMC06612,Wet,2010
SMC06612,Wet,1998
SMC06612,Average,1996
SMC06612,Average,1997
SMC06612,Dry,2002
SMC06612,Dry,2000
SMC07085,Wet,2011
SMC07085,Wet,2005
SMC07085,Average,2001
SMC07085,Average,2006
SMC07085,Dry,2009
SMC07085,Dry,2000
SMC07828,Dry,1996
SMC07828,Dry,2002
SMC07828,Average,2012
SMC07828,Average,1997
SMC07828,Wet,2010
SMC07828,Wet,2011
SMC08660,Wet,2011
SMC08660,Wet,1993
SMC08660,Average,2001
SMC08660,Average,1996
SMC08660,Dry,2006
SMC08660,Dry,2007
SMC09091,Wet,1998
SMC09091,Wet,1995
SMC09091,Average,1997
SMC09091,Average,2006
SMC09091,Dry,2002
SMC09091,Dry,2004
SMC09174,Wet,2004
SMC09174,Wet,2003
SMC09174,Dry,2007
SMC09174,Dry,2013
SMC10198,Wet,2005
SMC10198,Wet,2008
SMC10198,Dry,2006
SMC10198,Dry,2007
SMC11181,Wet,1998
SMC11181,Wet,1995
SMC11181,Average,2001
SMC11181,Average,1997
SMC11181,Dry,2006
SMC11181,Dry,2007
SMC11581,Wet,1998
SMC11581,Wet,1995
SMC11581,Dry,2007
SMC11581,Dry,1996
SMC11581,Average,2006
SMC11581,Average,2009
SMC13187,Wet,1995
SMC13187,Wet,1998
SMC13187,Average,2001
SMC13187,Average,2006
SMC13187,Dry,2008
SMC13187,Dry,2000
SMC14211,Wet,2011
SMC14211,Wet,1998
SMC14211,Average,2001
SMC14211,Average,1997
SMC14211,Dry,2004
SMC14211,Dry,2002
SMC15677,Wet,1995
SMC15677,Wet,1998
SMC15677,Average,2006
SMC15677,Average,2010
SMC15677,Dry,2000
SMC15677,Dry,2009
SMC16045,Wet,2005
SMC16045,Wet,1998
SMC16045,Average,2010
SMC16045,Average,2001
SMC16045,Dry,2007
SMC16045,Dry,2004
SMC18169,Wet,1992
SMC18169,Wet,2011
SMC18169,Dry,2008
SMC18169,Dry,1996
SMC18169,Average,2004
SMC18169,Average,2009
SMC19466,Average,1996
SMC19466,Average,2006
SMC19466,Wet,2010
SMC19466,Wet,1998
SMC19466,Dry,2002
SMC19466,Dry,2000
SMC21371,Wet,1991
SMC21371,Wet,1992
SMC21371,Dry,2008
SMC21371,Dry,2012
SMC21371,Average,2009
SMC21371,Average,2006
SMC21921,Wet,2005
SMC21921,Wet,1995
SMC21921,Average,1997
SMC21921,Average,2010
SMC21921,Dry,2004
SMC21921,Dry,2000
SMC22521,Wet,2005
SMC22521,Wet,2011
SMC22521,Dry,2000
SMC22521,Dry,2004
SMC22521,Average,2010
SMC22521,Average,2009
SMC24921,Wet,2011
SMC24921,Wet,2005
SMC24921,Dry,2007
SMC24921,Dry,2013
SMC24921,Average,2001
SMC24921,Average,2010
SMCR8_171,Wet,2011
SMCR8_171,Wet,1995
SMCR8_171,Average,1996
SMCR8_171,Average,2000
SMCR8_171,Dry,2007
SMCR8_171,Dry,1999
SMCR8_178,Wet,1998
SMCR8_178,Wet,2005
SMCR8_178,Average,2001
SMCR8_178,Average,1996
SMCR8_178,Dry,2002
SMCR8_178,Dry,2000
SMCR8_180,Average,2006
SMCR8_180,Average,2008
SMCR8_180,Wet,2003
SMCR8_180,Wet,1998
SMCR8_180,Dry,2000
SMCR8_180,Dry,1999
SMCR8_305,Wet,1998
SMCR8_305,Wet,2011
SMCR8_305,Average,1997
SMCR8_305,Average,2003
SMCR8_305,Dry,1999
SMCR8_305,Dry,2002
SMCR8_395,Average,2001
SMCR8_395,Average,2006
SMCR8_395,Wet,1997
SMCR8_395,Wet,2005
SMCR8_395,Dry,2009
SMCR8_395,Dry,1999
SMCR8_504,Average,2004
SMCR8_504,Average,2001
SMCR8_504,Wet,2003
SMCR8_504,Wet,2005
SMCR8_504,Dry,2002
SMCR8_504,Dry,1999
408BA0660,Average,2008
408BA0660,Average,2012
408BA0660,Wet,2001
408BA0660,Wet,2003
408BA0660,Dry,2004
408BA0660,Dry,2002
408BA0836,Dry,2007
408BA0836,Dry,2002
408BA0836,Average,2008
408BA0836,Average,2012
408BA0836,Wet,2001
408BA0836,Wet,2011
408BA0916,Dry,2013
408BA0916,Dry,2002
408BA0916,Wet,2006
408BA0916,Wet,2008
408BA0916,Average,2009
408BA0916,Average,2012
408PS0032,Average,2000
408PS0032,Average,2001
408PS0032,Dry,2012
408PS0032,Dry,2004
408PS0032,Wet,2010
408PS0032,Wet,2005
801MIC042,Wet,1998
801MIC042,Wet,1997
801MIC042,Average,2006
801MIC042,Average,2001
801MIC042,Dry,2007
801MIC042,Dry,2013
ME-CC,Dry,2002
ME-CC,Dry,2004
ME-CC,Average,2001
ME-CC,Average,2008
ME-CC,Wet,2006
ME-CC,Wet,2005
SMC00899,Wet,2005
SMC00899,Wet,1997
SMC00899,Average,1996
SMC00899,Average,2001
SMC00899,Dry,2006
SMC00899,Dry,1999
SMC01684,Wet,2010
SMC01684,Wet,2011
SMC01860,Dry,2002
SMC01860,Dry,2013
SMC01860,Wet,2010
SMC01860,Wet,2008
SMC01860,Average,2009
SMC01860,Average,2012
SMC02436,Wet,2005
SMC02436,Wet,2011
SMC02436,Dry,2002
SMC02436,Dry,2000
SMC02436,Average,2009
SMC02436,Average,2012
SMC02452,Dry,2007
SMC02452,Dry,2002
SMC02452,Average,2000
SMC02452,Average,2012
SMC02452,Wet,2001
SMC02452,Wet,2010
SMC02884,Dry,2004
SMC02884,Dry,2002
SMC02884,Wet,2008
SMC02884,Wet,2005
SMC02884,Average,2012
SMC02884,Average,2009
SMC03268,Dry,2007
SMC03268,Dry,2002
SMC03268,Wet,2005
SMC03268,Wet,2006
SMC03268,Average,2008
SMC03268,Average,2010
SMC04756,Average,2008
SMC04756,Average,2000
SMC04756,Dry,2002
SMC04756,Dry,2007
SMC04756,Wet,2011
SMC04756,Wet,2006
SMC05230,Wet,1997
SMC05230,Wet,2011
SMC05230,Average,2010
SMC05230,Average,2009
SMC05230,Dry,2000
SMC05230,Dry,2012
SMC05524,Wet,2011
SMC05524,Wet,2010
SMC05956,Dry,2013
SMC05956,Dry,2007
SMC05956,Wet,2010
SMC05956,Wet,2008
SMC05956,Average,2012
SMC05956,Average,2009
SMC32897,Wet,1995
SMC32897,Wet,2003
SMC32897,Average,1996
SMC32897,Average,1997
SMC32897,Dry,2006
SMC32897,Dry,2007
SMC40887,Wet,1997
SMC40887,Wet,1995
SMC40887,Average,1992
SMC40887,Average,1999
SMC40887,Dry,2000
SMC40887,Dry,2002
SMCR8_042,Wet,1997
SMCR8_042,Wet,1995
SMCR8_042,Average,2010
SMCR8_042,Average,2006
SMCR8_042,Dry,2013
SMCR8_042,Dry,2012
SMCR8_048,Wet,1995
SMCR8_048,Wet,2011
SMCR8_048,Average,2003
SMCR8_048,Average,1996
SMCR8_048,Dry,1999
SMCR8_048,Dry,2007
SMCR8_051,Wet,1995
SMCR8_051,Wet,1993
SMCR8_208,Wet,1995
SMCR8_208,Wet,1993
SMCR8_243,Average,1996
SMCR8_243,Average,1997
SMCR8_243,Dry,2004
SMCR8_243,Dry,2006
SMCR8_293,Wet,1995
SMCR8_293,Wet,1997
SMCR8_293,Average,1999
SMCR8_293,Average,1993
SMCR8_293,Dry,2001
SMCR8_293,Dry,2002
SMCR8_387,Wet,1995
SMCR8_387,Wet,1993
SMCR8_400,Wet,1998
SMCR8_400,Wet,1995
SMCR8_400,Dry,1996
SMCR8_400,Dry,2004
SMCR8_400,Average,1999
SMCR8_400,Average,2000
SMCR8_613,Dry,1992
SMCR8_613,Dry,1996
SMCR8_613,Wet,1993
SMCR8_613,Wet,1995
481S05856,Wet,1995
481S05856,Wet,1998
481S05856,Average,2000
481S05856,Average,1996
481S05856,Dry,2002
481S05856,Dry,2007
801LYC271,Wet,2011
801LYC271,Wet,2010
801LYC271,Average,2008
801LYC271,Average,2006
801LYC271,Dry,2007
801LYC271,Dry,2009
801RB8533,Wet,1995
801RB8533,Wet,1993
801RB8533,Dry,1994
801RB8533,Dry,1996
SMCR8_032,Wet,1995
SMCR8_032,Wet,1993
SMCR8_032,Dry,1996
SMCR8_032,Dry,1994
SMCR8_087,Wet,2006
SMCR8_087,Wet,2010
SMCR8_087,Dry,2007
SMCR8_087,Dry,2008
SMCR8_093,Wet,2011
SMCR8_093,Wet,2006
SMCR8_105,Dry,2007
SMCR8_105,Dry,2013
SMCR8_105,Wet,2010
SMCR8_105,Wet,2003
SMCR8_105,Average,2006
SMCR8_105,Average,2004
SMCR8_118,Average,2006
SMCR8_118,Average,2001
SMCR8_118,Dry,2002
SMCR8_118,Dry,2004
SMCR8_118,Wet,2008
SMCR8_118,Wet,2005
SMCR8_259,Wet,1995
SMCR8_259,Wet,1993
SMCR8_259,Dry,1994
SMCR8_259,Dry,1996
SMCR8_346,Wet,2008
SMCR8_346,Wet,2011
SMCR8_346,Dry,2007
SMCR8_346,Dry,2012
SMCR8_346,Average,2009
SMCR8_346,Average,2013
SMCR8_362,Wet,2008
SMCR8_362,Wet,2011
SMCR8_362,Dry,2007
SMCR8_362,Dry,2012
SMCR8_362,Average,2009
SMCR8_362,Average,2013
SMCR8_380,Wet,2006
SMCR8_380,Wet,2011
SMCR8_513,Wet,2003
SMCR8_513,Wet,2005
SMCR8_513,Average,2008
SMCR8_513,Average,1994
SMCR8_513,Dry,1999
SMCR8_513,Dry,2004
312PS0099,Average,1992
312PS0099,Average,2000
312PS0099,Wet,2010
312PS0099,Wet,2011
312PS0099,Dry,2008
312PS0099,Dry,2004
312WE1028,Wet,2006
312WE1028,Wet,2005
312WE1028,Dry,2007
312WE1028,Dry,1999
312WE1028,Average,2010
312WE1028,Average,1997
312WE1035,Wet,1993
312WE1035,Wet,2001
312WE1035,Average,2000
312WE1035,Average,2010
312WE1035,Dry,2004
312WE1035,Dry,2013
314SCCNSY,Average,1991
314SCCNSY,Average,1997
314SCCNSY,Wet,1998
314SCCNSY,Wet,1995
314SCCNSY,Dry,1994
314SCCNSY,Dry,1999
314WE0677,Average,2000
314WE0677,Average,1991
314WE0677,Wet,1998
314WE0677,Wet,2005
314WE0677,Dry,1999
314WE0677,Dry,2008
314WE0779,Average,2004
314WE0779,Average,1996
314WE0779,Wet,1993
314WE0779,Wet,1992
314WE0779,Dry,1999
314WE0779,Dry,2007
402BA0287,Average,1997
402BA0287,Average,1994
402BA0287,Wet,1995
402BA0287,Wet,1992
402BA0287,Dry,2004
402BA0287,Dry,2007
402MJCMHS,Average,1994
402MJCMHS,Average,2003
402MJCMHS,Wet,1992
402MJCMHS,Wet,2005
402MJCMHS,Dry,2007
402MJCMHS,Dry,2004
402S05407,Average,2000
402S05407,Average,2003
402S05407,Wet,1995
402S05407,Wet,2001
402S05407,Dry,2002
402S05407,Dry,1999
402WE0536,Average,1997
402WE0536,Average,1991
402WE0536,Wet,1993
402WE0536,Wet,1992
402WE0536,Dry,1999
402WE0536,Dry,2009
402WE0803,Average,1996
402WE0803,Average,2000
402WE0803,Wet,2006
402WE0803,Wet,1995
402WE0803,Dry,2002
402WE0803,Dry,2012
403BA0015,Average,1997
403BA0015,Average,2003
403BA0015,Wet,1993
403BA0015,Wet,2001
403BA0015,Dry,2012
403BA0015,Dry,1994
403BA0027,Wet,2003
403BA0027,Wet,2006
403BA0027,Dry,1996
403BA0027,Dry,1999
403BA0027,Average,1997
403BA0027,Average,2010
403BA0171,Wet,1992
403BA0171,Wet,2011
403BA0171,Average,2010
403BA0171,Average,2008
403BA0171,Dry,2013
403BA0171,Dry,1999
403S00831,Dry,2007
403S00831,Dry,2013
403S00831,Wet,2005
403S00831,Wet,2003
403S00831,Average,2012
403S00831,Average,2008
403S00875,Average,2010
403S00875,Average,2003
403S00875,Wet,2006
403S00875,Wet,1998
403S00875,Dry,1999
403S00875,Dry,2012
403WE0501,Average,2009
403WE0501,Average,2003
403WE0501,Wet,2006
403WE0501,Wet,2001
403WE0501,Dry,2004
403WE0501,Dry,1999
403WE0540,Wet,2010
403WE0540,Wet,2001
403WE0540,Average,1997
403WE0540,Average,2009
403WE0540,Dry,2007
403WE0540,Dry,2012
403WE0683,Average,1996
403WE0683,Average,2000
403WE0683,Wet,2006
403WE0683,Wet,2005
403WE0683,Dry,2007
403WE0683,Dry,2012
403WE0795,Wet,1995
403WE0795,Wet,2001
403WE0795,Average,1997
403WE0795,Average,2009
403WE0795,Dry,1999
403WE0795,Dry,2013
403WE0891,Wet,1998
403WE0891,Wet,2010
403WE0891,Average,2008
403WE0891,Average,1996
403WE0891,Dry,1999
403WE0891,Dry,2013
722ABSPPC,Wet,1997
722ABSPPC,Wet,1998
722ABSPPC,Average,1996
722ABSPPC,Average,2006
722ABSPPC,Dry,2000
722ABSPPC,Dry,2007
901DCCSMC,Dry,2002
901DCCSMC,Dry,2009
901DCCSMC,Average,2006
901DCCSMC,Average,2004
901DCCSMC,Wet,2011
901DCCSMC,Wet,2005
901S01705,Average,1996
901S01705,Average,2003
901S01705,Wet,2001
901S01705,Wet,1997
901S01705,Dry,2004
901S01705,Dry,2002
SMC00271,Average,1994
SMC00271,Average,1991
SMC00271,Wet,1998
SMC00271,Wet,1995
SMC00271,Dry,1999
SMC00271,Dry,2004
SMC01567,Average,1994
SMC01567,Average,2003
SMC01567,Wet,1992
SMC01567,Wet,1998
SMC01567,Dry,2009
SMC01567,Dry,2002
SMC02075,Wet,2003
SMC02075,Wet,1998
SMC02075,Dry,1996
SMC02075,Dry,2007
SMC02075,Average,2008
SMC02075,Average,2009
SMC02139,Wet,1995
SMC02139,Wet,2006
SMC02139,Dry,2007
SMC02139,Dry,1999
SMC02139,Average,2009
SMC02139,Average,1997
SMC02591,Average,1991
SMC02591,Average,2003
SMC02591,Wet,2001
SMC02591,Wet,1995
SMC02591,Dry,2007
SMC02591,Dry,2009
SMC04383,Average,2003
SMC04383,Average,1991
SMC04383,Wet,1995
SMC04383,Wet,1993
SMC04383,Dry,2009
SMC04383,Dry,2002
SMC06467,Wet,1992
SMC06467,Wet,1995
SMC06467,Dry,1996
SMC06467,Dry,1994
SMC06467,Average,1997
SMC06467,Average,2001
SMC09503,Average,1991
SMC09503,Average,2000
SMC09503,Wet,2006
SMC09503,Wet,1993
SMC09503,Dry,2009
SMC09503,Dry,1996
SMC13599,Average,2003
SMC13599,Average,2000
SMC13599,Wet,1992
SMC13599,Wet,2006
SMC13599,Dry,2004
SMC13599,Dry,1996
SMC18545,Average,1996
SMC18545,Average,2008
SMC18545,Wet,1998
SMC18545,Wet,2006
SMC18545,Dry,2002
SMC18545,Dry,2004
SMC19809,Average,2003
SMC19809,Average,2000
SMC19809,Wet,2008
SMC19809,Wet,1995
SMC19809,Dry,2002
SMC19809,Dry,2009
SMCR8_046,Wet,1992
SMCR8_046,Wet,1995
SMCR8_046,Dry,1994
SMCR8_046,Dry,2000
SMCR8_046,Average,1997
SMCR8_046,Average,2001
404BA0104,Wet,1998
404BA0104,Wet,1995
404BA0104,Dry,1996
404BA0104,Dry,1997
404BA0142,Wet,1995
404BA0142,Wet,1993
404BA0142,Dry,1996
404BA0142,Dry,1997
404S11406,Dry,1996
404S11406,Dry,1992
404S11406,Wet,1995
404S11406,Wet,1998
404S13672,Dry,1992
404S13672,Dry,1996
404S13672,Wet,1998
404S13672,Wet,1995
404S16168,Dry,1992
404S16168,Dry,1996
404S16168,Wet,1995
404S16168,Wet,1998
404S25298,Dry,1996
404S25298,Dry,1992
404S25298,Wet,1995
404S25298,Wet,1997
412WE0563,Wet,1995
412WE0563,Wet,1991
412WE0563,Dry,1999
412WE0563,Dry,2006
412WE0563,Average,2000
412WE0563,Average,2003
801WE0674,Wet,1993
801WE0674,Wet,1992
801WE0674,Average,1994
801WE0674,Average,2006
801WE0674,Dry,2009
801WE0674,Dry,2010
801WE0787,Wet,1993
801WE0787,Wet,1995
801WE0787,Dry,2001
801WE0787,Dry,1994
801WE0787,Average,1997
801WE0787,Average,2003
801WE1132,Wet,1995
801WE1132,Wet,1998
801WE1132,Dry,2000
801WE1132,Dry,2002
801WE1132,Average,1996
801WE1132,Average,1997
SGUT501,Dry,2004
SGUT501,Dry,1999
SGUT501,Wet,1998
SGUT501,Wet,2003
SGUT501,Average,2010
SGUT501,Average,2000
SMC00080,Wet,1992
SMC00080,Wet,1998
SMC00080,Dry,2006
SMC00080,Dry,2001
SMC00080,Average,2003
SMC00080,Average,1997
SMC00135,Wet,1998
SMC00135,Wet,1991
SMC00135,Dry,2002
SMC00135,Dry,1994
SMC00135,Average,1995
SMC00135,Average,1996
SMC00464,Dry,1999
SMC00464,Dry,1991
SMC00464,Wet,1995
SMC00464,Wet,1993
SMC00464,Average,2000
SMC00464,Average,2003
SMC02712,Wet,2011
SMC02712,Wet,2010
SMC02712,Dry,1999
SMC02712,Dry,2000
SMC02712,Average,1997
SMC02712,Average,2001
SMC04432,Wet,1991
SMC04432,Wet,1998
SMC04432,Dry,2000
SMC04432,Dry,2001
SMC04432,Average,1997
SMC04432,Average,2003
SMC04880,Average,1997
SMC04880,Average,2000
SMC04880,Wet,2003
SMC04880,Wet,1993
SMC04880,Dry,1999
SMC04880,Dry,2001
SMC29064,Wet,1995
SMC29064,Wet,1991
SMC29064,Average,1996
SMC29064,Average,1992
SMC29064,Dry,2004
SMC29064,Dry,1999
SMCR8_025,Wet,1992
SMCR8_025,Wet,1995
SMCR8_025,Average,2011
SMCR8_025,Average,2000
SMCR8_025,Dry,2002
SMCR8_025,Dry,2004
SMCR8_034,Wet,1993
SMCR8_034,Wet,1992
SMCR8_034,Dry,2002
SMCR8_034,Dry,2001
SMCR8_034,Average,1995
SMCR8_034,Average,1996
SMCR8_035,Wet,1993
SMCR8_035,Wet,1997
SMCR8_035,Dry,2001
SMCR8_035,Dry,1994
SMCR8_035,Average,1995
SMCR8_035,Average,1996
SMCR8_074,Wet,1992
SMCR8_074,Wet,1997
SMCR8_074,Dry,1994
SMCR8_074,Dry,2003
SMCR8_074,Average,1996
SMCR8_074,Average,1995
SMCR8_080,Wet,1992
SMCR8_080,Wet,1995
SMCR8_080,Dry,2002
SMCR8_080,Dry,2001
SMCR8_080,Average,2006
SMCR8_080,Average,2003
SMCR8_106,Wet,1998
SMCR8_106,Wet,1992
SMCR8_106,Dry,2001
SMCR8_106,Dry,1994
SMCR8_106,Average,2006
SMCR8_106,Average,1996
SMCR8_147,Wet,1991
SMCR8_147,Wet,2003
SMCR8_147,Average,2001
SMCR8_147,Average,1996
SMCR8_147,Dry,1999
SMCR8_147,Dry,2008
SMCR8_155,Wet,2005
SMCR8_155,Wet,2003
SMCR8_155,Average,1996
SMCR8_155,Average,2006
SMCR8_155,Dry,2009
SMCR8_155,Dry,2002
SMCR8_163,Wet,1991
SMCR8_163,Wet,1993
SMCR8_163,Average,2009
SMCR8_163,Average,2001
SMCR8_163,Dry,1999
SMCR8_163,Dry,2004
SMCR8_172,Wet,1991
SMCR8_172,Wet,1995
SMCR8_172,Dry,2004
SMCR8_172,Dry,1999
SMCR8_172,Average,1996
SMCR8_172,Average,2001
SMCR8_203,Wet,1993
SMCR8_203,Wet,1998
SMCR8_203,Average,2000
SMCR8_203,Average,1996
SMCR8_203,Dry,2009
SMCR8_203,Dry,1999
SMCR8_219,Wet,1995
SMCR8_219,Wet,1992
SMCR8_219,Average,2006
SMCR8_219,Average,2001
SMCR8_219,Dry,2002
SMCR8_219,Dry,1999
SMCR8_272,Wet,1993
SMCR8_272,Wet,1997
SMCR8_272,Dry,1994
SMCR8_272,Dry,2003
SMCR8_272,Average,1995
SMCR8_272,Average,1996
SMCR8_297,Wet,1998
SMCR8_297,Wet,1997
SMCR8_297,Dry,2002
SMCR8_297,Dry,1994
SMCR8_297,Average,2006
SMCR8_297,Average,2009
SMCR8_375,Wet,1995
SMCR8_375,Wet,1998
SMCR8_375,Average,1996
SMCR8_375,Average,2009
SMCR8_375,Dry,2000
SMCR8_375,Dry,2004
SMCR8_474,Dry,2002
SMCR8_474,Dry,2007
SMCR8_474,Wet,2011
SMCR8_474,Wet,2010
SMCR8_474,Average,2006
SMCR8_474,Average,2008
SMCR8_496,Wet,2005
SMCR8_496,Wet,1991
SMCR8_496,Average,1994
SMCR8_496,Average,2003
SMCR8_496,Dry,1996
SMCR8_496,Dry,2007
SMCR8_543,Wet,1997
SMCR8_543,Wet,1995
SMCR8_543,Average,1996
SMCR8_543,Average,1992
SMCR8_543,Dry,2000
SMCR8_543,Dry,2004
SMCR8_635,Wet,2003
SMCR8_635,Wet,1995
SMCR8_635,Average,2008
SMCR8_635,Average,2001
SMCR8_635,Dry,2000
SMCR8_635,Dry,2002
SMCR8_713,Dry,2004
SMCR8_713,Dry,2002
SMCR8_713,Wet,2005
SMCR8_713,Wet,2011
SMCR8_713,Average,2008
SMCR8_713,Average,2006
403S01728,Wet,1993
403S01728,Wet,2010
403S01728,Dry,2002
403S01728,Dry,1996
403S01728,Average,2008
403S01728,Average,2001
403WE0558,Average,2006
403WE0558,Average,2001
403WE0558,Wet,2010
403WE0558,Wet,2003
403WE0558,Dry,2007
403WE0558,Dry,2002
405WE0777,Average,1997
405WE0777,Average,2000
405WE0777,Wet,2001
405WE0777,Wet,2006
405WE0777,Dry,2008
405WE0777,Dry,2007
412ARSNPD,Average,2006
412ARSNPD,Average,1997
412ARSNPD,Wet,2003
412ARSNPD,Wet,2005
412ARSNPD,Dry,1999
412ARSNPD,Dry,2013
412WE0552,Average,1997
412WE0552,Average,2012
412WE0552,Wet,2003
412WE0552,Wet,2005
412WE0552,Dry,2000
412WE0552,Dry,1999
SMC00428,Average,2000
SMC00428,Average,2004
SMC00428,Dry,2012
SMC00428,Dry,2013
SMC00428,Wet,2008
SMC00428,Wet,2011
SMC00924,Average,1997
SMC00924,Average,2006
SMC00924,Wet,2005
SMC00924,Wet,2011
SMC00924,Dry,2013
SMC00924,Dry,2002
SMC02088,Dry,1999
SMC02088,Dry,2007
SMC02088,Average,2000
SMC02088,Average,2004
SMC02088,Wet,2001
SMC02088,Wet,2010
SMC02972,Average,2008
SMC02972,Average,2004
SMC02972,Wet,2003
SMC02972,Wet,2006
SMC02972,Dry,2013
SMC02972,Dry,2012
SMC13076,Wet,2003
SMC13076,Wet,2010
SMC13076,Dry,2002
SMC13076,Dry,2004
SMC13076,Average,2006
SMC13076,Average,2012
407CE0092,Wet,2006
407CE0092,Wet,2005
407CE0092,Dry,2009
407CE0092,Dry,2007
407CE0092,Average,2008
407CE0092,Average,2012
407CE0668,Wet,2010
407CE0668,Wet,2006
407CE0668,Dry,2009
407CE0668,Dry,2007
407CE0668,Average,2012
407CE0668,Average,2008
SMCR8_441,Average,2006
SMCR8_441,Average,2010
SMCR8_441,Wet,2005
SMCR8_441,Wet,2011
SMCR8_441,Dry,1999
SMCR8_441,Dry,2008
SGUT504,Average,1991
SGUT504,Average,1996
SGUT504,Wet,1998
SGUT504,Wet,2010
SGUT504,Dry,2012
SGUT504,Dry,1999
315GAVGSP,Wet,2010
315GAVGSP,Wet,2011
315GAVGSP,Dry,2007
315GAVGSP,Dry,2004
315GAVGSP,Average,1996
315GAVGSP,Average,1997
407CE0220,Wet,2011
407CE0220,Wet,2006
407CE0220,Dry,2007
407CE0220,Dry,2013
407CE0220,Average,2008
407CE0220,Average,2012
901SJC74x,Average,2001
901SJC74x,Average,1991
901SJC74x,Wet,2005
901SJC74x,Wet,1993
901SJC74x,Dry,2000
901SJC74x,Dry,2002
907S03210,Wet,1995
907S03210,Wet,2003
907S03210,Average,1996
907S03210,Average,2007
907S03210,Dry,2013
